[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Analysis started at: 2023-07-06 07:24:20 AM
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Version constraints: ['>=0.5.0']
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | solc version: v0.5.0
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Callgraph generation started!
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Callgraph generation finished!
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Interprocedural CFG generation started!
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Interprocedural CFG generation finished!
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Storage dependency graph generation started!
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Storage dependency graph generation finished!
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Value Range Analysis started
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Generating return summary for totalSupply
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Return summary generated for totalSupply
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | State variable assignement do not exist
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Processed function totalSupply
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Generating return summary for balanceOf
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Return summary generated for balanceOf
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | State variable assignement do not exist
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Processed function balanceOf
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Generating return summary for transfer
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Return summary generated for transfer
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | State variable assignement do not exist
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Processed function transfer
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Generating return summary for allowance
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Return summary generated for allowance
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | State variable assignement do not exist
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Processed function allowance
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Generating return summary for approve
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Return summary generated for approve
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | State variable assignement do not exist
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Processed function approve
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Generating return summary for transferFrom
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Return summary generated for transferFrom
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | State variable assignement do not exist
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Processed function transferFrom
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Generating return summary for decimals
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Return summary generated for decimals
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | State variable assignement do not exist
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Processed function decimals
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Generating return summary for safeTransfer
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Return summary generated for safeTransfer
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | State variable assignement do not exist
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Processed function safeTransfer
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Value Range Analysis took 0.001168 seconds
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Value Range Analysis finished
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Storage dependency graph compostion started!
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Storage dependency graph compostion finished!
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Dependency detection started!
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Dependency detection finished!
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Static Analysis took 0.318561 seconds
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Dependency does not exist
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Symbolic execution is not needed!
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Analysis finished!
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Analysis took 0.318700 seconds
[INFO] | 2023-07-06 07:24:20 AM | analyzer.Transfers_2 | Analysis finished at: 2023-07-06 07:24:20 AM
