[INFO] | 2023-07-06 06:21:18 AM | analyzer.HoldefiSettings_1 | Analysis started at: 2023-07-06 06:21:18 AM
[INFO] | 2023-07-06 06:21:19 AM | analyzer.HoldefiSettings_1 | Version constraints: ['0.6.12']
[INFO] | 2023-07-06 06:21:19 AM | analyzer.HoldefiSettings_1 | solc version: v0.6.12
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Callgraph generation started!
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Callgraph generation finished!
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Interprocedural CFG generation started!
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Interprocedural CFG generation finished!
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Storage dependency graph generation started!
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Storage dependency graph generation finished!
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Value Range Analysis started
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Range graph generated
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Processed function slitherConstructorConstantVariables
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Generating return summary for tryAdd
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Return summary generated for tryAdd
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Processed function tryAdd
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Generating return summary for trySub
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Return summary generated for trySub
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Processed function trySub
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Generating return summary for tryMul
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Return summary generated for tryMul
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Processed function tryMul
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Generating return summary for tryDiv
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Return summary generated for tryDiv
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Processed function tryDiv
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Generating return summary for tryMod
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Return summary generated for tryMod
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Processed function tryMod
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Generating return summary for add
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Return summary generated for add
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Processed function add
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Generating return summary for sub
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Return summary generated for sub
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Processed function sub
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Generating return summary for mul
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Return summary generated for mul
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Processed function mul
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Generating return summary for div
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Return summary generated for div
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Processed function div
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Generating return summary for mod
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Return summary generated for mod
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Processed function mod
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Generating return summary for sub
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Return summary generated for sub
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Processed function sub
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Generating return summary for div
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Return summary generated for div
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Processed function div
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Generating return summary for mod
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Return summary generated for mod
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Processed function mod
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Generating return summary for totalSupply
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Return summary generated for totalSupply
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Processed function totalSupply
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Generating return summary for balanceOf
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Return summary generated for balanceOf
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Processed function balanceOf
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Generating return summary for transfer
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Return summary generated for transfer
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Processed function transfer
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Generating return summary for allowance
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Return summary generated for allowance
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Processed function allowance
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Generating return summary for approve
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Return summary generated for approve
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Processed function approve
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Generating return summary for transferFrom
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Return summary generated for transferFrom
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Processed function transferFrom
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Generating return summary for constructor
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Return summary generated for constructor
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Range graph generated
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Processed function constructor
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Generating return summary for acceptTransferOwnership
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Return summary generated for acceptTransferOwnership
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Range graph generated
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Processed function acceptTransferOwnership
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Generating return summary for onlyOwner
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Return summary generated for onlyOwner
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Processed function onlyOwner
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Generating return summary for marketAssets
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Return summary generated for marketAssets
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Processed function marketAssets
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Generating return summary for holdefiSettings
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Return summary generated for holdefiSettings
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Processed function holdefiSettings
[INFO] | 2023-07-06 06:21:20 AM | analyzer.HoldefiSettings_1 | Generating return summary for beforeChangeSupplyRate
