[INFO] | 2023-07-06 05:56:34 AM | analyzer.Escrow_v1_0_1 | Analysis started at: 2023-07-06 05:56:34 AM
[INFO] | 2023-07-06 05:56:36 AM | analyzer.Escrow_v1_0_1 | Version constraints: ['0.4.24']
[INFO] | 2023-07-06 05:56:36 AM | analyzer.Escrow_v1_0_1 | solc version: v0.4.24
[INFO] | 2023-07-06 05:56:36 AM | analyzer.Escrow_v1_0_1 | Callgraph generation started!
[INFO] | 2023-07-06 05:56:36 AM | analyzer.Escrow_v1_0_1 | Callgraph generation finished!
[INFO] | 2023-07-06 05:56:36 AM | analyzer.Escrow_v1_0_1 | Interprocedural CFG generation started!
[INFO] | 2023-07-06 05:56:36 AM | analyzer.Escrow_v1_0_1 | Interprocedural CFG generation finished!
[INFO] | 2023-07-06 05:56:36 AM | analyzer.Escrow_v1_0_1 | Storage dependency graph generation started!
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Storage dependency graph generation finished!
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Value Range Analysis started
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Generating return summary for mul
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Return summary generated for mul
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Processed function mul
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Generating return summary for div
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Return summary generated for div
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Processed function div
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Generating return summary for sub
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Return summary generated for sub
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Processed function sub
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Generating return summary for add
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Return summary generated for add
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Processed function add
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Generating return summary for balanceOf
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Return summary generated for balanceOf
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Processed function balanceOf
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Generating return summary for transfer
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Return summary generated for transfer
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Processed function transfer
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Generating return summary for transferFrom
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Return summary generated for transferFrom
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Processed function transferFrom
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Generating return summary for checkBeneficiary
[WARNING] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | No lvalue eligible assignment, is this some bug!
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Return summary generated for checkBeneficiary
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Processed function checkBeneficiary
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Generating return summary for checkVote
[WARNING] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | No lvalue eligible assignment, is this some bug!
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Return summary generated for checkVote
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Processed function checkVote
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Generating return summary for getAllTransactionsForParty
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Return summary generated for getAllTransactionsForParty
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:56:37 AM | analyzer.Escrow_v1_0_1 | Processed function getAllTransactionsForParty
