[INFO] | 2023-07-06 06:23:13 AM | analyzer.kickico_token_v1_1 | Analysis started at: 2023-07-06 06:23:13 AM
[INFO] | 2023-07-06 06:23:14 AM | analyzer.kickico_token_v1_1 | Version constraints: ['^0.5.8']
[INFO] | 2023-07-06 06:23:14 AM | analyzer.kickico_token_v1_1 | solc version: v0.5.8
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Callgraph generation started!
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Callgraph generation finished!
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Interprocedural CFG generation started!
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Interprocedural CFG generation finished!
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Storage dependency graph generation started!
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Storage dependency graph generation finished!
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Value Range Analysis started
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Generating return summary for add
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Return summary generated for add
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Processed function add
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Generating return summary for sub
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Return summary generated for sub
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Processed function sub
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Generating return summary for _frozen_balanceOf
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Return summary generated for _frozen_balanceOf
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Processed function _frozen_balanceOf
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Generating return summary for _frozen_balanceOf
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Return summary generated for _frozen_balanceOf
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Processed function _frozen_balanceOf
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Generating return summary for constructor
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Return summary generated for constructor
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Range graph generated
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Processed function constructor
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Generating return summary for totalSupply
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Return summary generated for totalSupply
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Processed function totalSupply
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Generating return summary for balanceOf
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Return summary generated for balanceOf
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Processed function balanceOf
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Generating return summary for allowance
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Return summary generated for allowance
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Processed function allowance
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Generating return summary for _approve
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Return summary generated for _approve
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Range graph generated
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Processed function _approve
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Generating return summary for onlyOwner
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Return summary generated for onlyOwner
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Processed function onlyOwner
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Generating return summary for canTransfer
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Return summary generated for canTransfer
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Processed function canTransfer
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Generating return summary for whenBurn
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Return summary generated for whenBurn
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Processed function whenBurn
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Generating return summary for _frozen_balanceOf
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Return summary generated for _frozen_balanceOf
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Processed function _frozen_balanceOf
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Generating return summary for constructor
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Return summary generated for constructor
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Range graph generated
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Processed function constructor
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Generating return summary for totalSupply
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Return summary generated for totalSupply
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Processed function totalSupply
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Generating return summary for balanceOf
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Return summary generated for balanceOf
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Processed function balanceOf
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Generating return summary for allowance
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Return summary generated for allowance
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Processed function allowance
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Generating return summary for _approve
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Return summary generated for _approve
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Range graph generated
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Processed function _approve
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Generating return summary for onlyOwner
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Return summary generated for onlyOwner
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Processed function onlyOwner
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Generating return summary for canTransfer
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Return summary generated for canTransfer
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Processed function canTransfer
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Generating return summary for whenBurn
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Return summary generated for whenBurn
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Processed function whenBurn
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Generating return summary for _frozen_add
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Return summary generated for _frozen_add
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Range graph generated
[INFO] | 2023-07-06 06:23:15 AM | analyzer.kickico_token_v1_1 | Processed function _frozen_add
