[INFO] | 2023-07-06 06:50:08 AM | analyzer.recoverable-wallet_1 | Analysis started at: 2023-07-06 06:50:08 AM
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Version constraints: ['0.5.8']
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | solc version: v0.5.8
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Callgraph generation started!
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Callgraph generation finished!
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Interprocedural CFG generation started!
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Interprocedural CFG generation finished!
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Storage dependency graph generation started!
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Storage dependency graph generation finished!
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Value Range Analysis started
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for setInterfaceImplementer
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for setInterfaceImplementer
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function setInterfaceImplementer
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for tokensReceived
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for tokensReceived
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function tokensReceived
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for canImplementInterfaceForAddress
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for canImplementInterfaceForAddress
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function canImplementInterfaceForAddress
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for constructor
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for constructor
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Range graph generated
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function constructor
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for only_owner
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for only_owner
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function only_owner
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for only_pending_owner
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for only_pending_owner
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function only_pending_owner
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for tokensReceived
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for tokensReceived
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function tokensReceived
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for canImplementInterfaceForAddress
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for canImplementInterfaceForAddress
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function canImplementInterfaceForAddress
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for constructor
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for constructor
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Range graph generated
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function constructor
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for fallback
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for fallback
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function fallback
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for start_recovery
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for start_recovery
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Range graph generated
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function start_recovery
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for reset_recovery
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for reset_recovery
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Range graph generated
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function reset_recovery
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for slitherConstructorVariables
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for slitherConstructorVariables
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Range graph generated
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function slitherConstructorVariables
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for only_owner
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for only_owner
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function only_owner
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for only_pending_owner
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for only_pending_owner
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function only_pending_owner
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for only_outside_recovery
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for only_outside_recovery
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function only_outside_recovery
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for only_during_recovery
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Return summary generated for only_during_recovery
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Processed function only_during_recovery
[INFO] | 2023-07-06 06:50:09 AM | analyzer.recoverable-wallet_1 | Generating return summary for create_wallet
