Filename,Label,Value
./input/all_contract/ABNB_1.sol,stage2_reentrancy!,92.00600665062666
./input/all_contract/AccessToken_1.sol,stage2_reentrancy!,1.7722909953445196
./input/all_contract/AccessToken_2.sol,stage2_reentrancy!,1.7187795769423246
./input/all_contract/ACOToken_1.sol,stage2_reentrancy!,135.84331187047064
./input/all_contract/ACOToken_2.sol,stage2_reentrancy!,136.33332499489188
./input/all_contract/ACOToken_3.sol,stage2_reentrancy!,135.22140806913376
./input/all_contract/ACOToken_4.sol,stage2_reentrancy!,138.9756570663303
./input/all_contract/ACOToken_5.sol,stage2_reentrancy!,135.0959477480501
./input/all_contract/AddressArrayUtils_10.sol,stage2_No_reentrancy!,0.07950157765299082
./input/all_contract/AddressArrayUtils_11.sol,stage2_No_reentrancy!,0.06542029976844788
./input/all_contract/AddressArrayUtils_1.sol,stage2_No_reentrancy!,0.07067320868372917
./input/all_contract/AddressArrayUtils_2.sol,stage2_No_reentrancy!,0.069845219142735
./input/all_contract/AddressArrayUtils_3.sol,stage2_No_reentrancy!,0.06970658246427774
./input/all_contract/AddressArrayUtils_4.sol,stage2_No_reentrancy!,0.07022234983742237
./input/all_contract/AddressArrayUtils_5.sol,stage2_No_reentrancy!,0.0700497841462493
./input/all_contract/AddressArrayUtils_6.sol,stage2_No_reentrancy!,0.07540872599929571
./input/all_contract/AddressArrayUtils_7.sol,stage2_No_reentrancy!,0.0766196371987462
./input/all_contract/AddressArrayUtils_8.sol,stage2_No_reentrancy!,0.07012137770652771
./input/all_contract/AddressArrayUtils_9.sol,stage2_No_reentrancy!,0.0702773341909051
./input/all_contract/AddressResolver_10.sol,stage2_reentrancy!,0.4131965646520257
./input/all_contract/AddressResolver_11.sol,stage2_reentrancy!,0.41988123022019863
./input/all_contract/AddressResolver_12.sol,stage2_reentrancy!,0.4203762589022517
./input/all_contract/AddressResolver_13.sol,stage2_reentrancy!,0.42252128198742867
./input/all_contract/AddressResolver_14.sol,stage2_reentrancy!,0.4137372197583318
./input/all_contract/AddressResolver_15.sol,stage2_reentrancy!,0.4213543124496937
./input/all_contract/AddressResolver_16.sol,stage2_reentrancy!,0.41060237027704716
./input/all_contract/AddressResolver_17.sol,stage2_reentrancy!,0.41790658980607986
./input/all_contract/AddressResolver_18.sol,stage2_reentrancy!,0.4197951424866915
./input/all_contract/AddressResolver_19.sol,stage2_reentrancy!,0.4175169924274087
./input/all_contract/AddressResolver_1.sol,stage2_reentrancy!,0.4270931873470545
./input/all_contract/AddressResolver_20.sol,stage2_reentrancy!,0.44265140127390623
./input/all_contract/AddressResolver_21.sol,stage2_reentrancy!,0.42097340524196625
./input/all_contract/AddressResolver_22.sol,stage2_reentrancy!,0.42424671445041895
./input/all_contract/AddressResolver_23.sol,stage2_reentrancy!,0.42745337914675474
./input/all_contract/AddressResolver_24.sol,stage2_reentrancy!,0.4160893876105547
./input/all_contract/AddressResolver_25.sol,stage2_reentrancy!,0.41665206477046013
./input/all_contract/AddressResolver_26.sol,stage2_reentrancy!,0.4135533617809415
./input/all_contract/AddressResolver_27.sol,stage2_reentrancy!,0.4131238479167223
./input/all_contract/AddressResolver_28.sol,stage2_reentrancy!,0.4159410074353218
./input/all_contract/AddressResolver_29.sol,stage2_reentrancy!,0.4144695224240422
./input/all_contract/AddressResolver_2.sol,stage2_reentrancy!,0.4166208766400814
./input/all_contract/AddressResolver_30.sol,stage2_reentrancy!,0.41818194929510355
./input/all_contract/AddressResolver_31.sol,stage2_reentrancy!,0.4207586571574211
./input/all_contract/AddressResolver_32.sol,stage2_reentrancy!,0.4185139872133732
./input/all_contract/AddressResolver_33.sol,stage2_reentrancy!,0.443965514190495
./input/all_contract/AddressResolver_34.sol,stage2_reentrancy!,0.4166804188862443
./input/all_contract/AddressResolver_35.sol,stage2_reentrancy!,0.41901501826941967
./input/all_contract/AddressResolver_36.sol,stage2_reentrancy!,0.4256767090409994
./input/all_contract/AddressResolver_37.sol,stage2_reentrancy!,0.43028487265110016
./input/all_contract/AddressResolver_38.sol,stage2_reentrancy!,0.4185887100175023
./input/all_contract/AddressResolver_39.sol,stage2_reentrancy!,0.42166254948824644
./input/all_contract/AddressResolver_3.sol,stage2_reentrancy!,0.4272708296775818
./input/all_contract/AddressResolver_40.sol,stage2_reentrancy!,0.41644970513880253
./input/all_contract/AddressResolver_41.sol,stage2_reentrancy!,0.4159900927916169
./input/all_contract/AddressResolver_42.sol,stage2_reentrancy!,0.42034946102648973
./input/all_contract/AddressResolver_43.sol,stage2_reentrancy!,0.41864010877907276
./input/all_contract/AddressResolver_44.sol,stage2_reentrancy!,0.41508635226637125
./input/all_contract/AddressResolver_45.sol,stage2_reentrancy!,0.42203439213335514
./input/all_contract/AddressResolver_46.sol,stage2_reentrancy!,0.41650731582194567
./input/all_contract/AddressResolver_47.sol,stage2_reentrancy!,0.4185471935197711
./input/all_contract/AddressResolver_48.sol,stage2_reentrancy!,0.4202468227595091
./input/all_contract/AddressResolver_49.sol,stage2_reentrancy!,0.4316183514893055
./input/all_contract/AddressResolver_4.sol,stage2_reentrancy!,0.4250982776284218
./input/all_contract/AddressResolver_50.sol,stage2_reentrancy!,0.42194773629307747
./input/all_contract/AddressResolver_51.sol,stage2_reentrancy!,0.41954213473945856
./input/all_contract/AddressResolver_52.sol,stage2_reentrancy!,0.4267819905653596
./input/all_contract/AddressResolver_53.sol,stage2_reentrancy!,0.4174764323979616
./input/all_contract/AddressResolver_5.sol,stage2_reentrancy!,0.4182530613616109
./input/all_contract/AddressResolver_6.sol,stage2_reentrancy!,0.42419917695224285
./input/all_contract/AddressResolver_7.sol,stage2_reentrancy!,0.4212541626766324
./input/all_contract/AddressResolver_8.sol,stage2_reentrancy!,0.4163046507164836
./input/all_contract/AddressResolver_9.sol,stage2_reentrancy!,0.41517973598092794
./input/all_contract/AdminImpl_1.sol,stage2_reentrancy!,6.124699818901718
./input/all_contract/AdminImpl_2.sol,stage2_reentrancy!,6.0379828894510865
./input/all_contract/AdminImpl_3.sol,stage2_reentrancy!,6.86449911352247
./input/all_contract/AdminImpl_4.sol,stage2_reentrancy!,6.912896377965808
./input/all_contract/Atoken_1.sol,stage2_reentrancy!,103.35603069979697
./input/all_contract/BandPriceFeed_1.sol,stage2_No_reentrancy!,1.5151396431028843
./input/all_contract/BasicMathLib_1.sol,stage2_No_reentrancy!,0.07656473945826292
./input/all_contract/BMath_1.sol,stage2_No_reentrancy!,1.3407261800020933
./input/all_contract/BMath_2.sol,stage2_No_reentrancy!,1.3171962574124336
./input/all_contract/BNum_1.sol,stage2_No_reentrancy!,0.21081047225743532
./input/all_contract/BNum_2.sol,stage2_No_reentrancy!,0.21301273629069328
./input/all_contract/BNum_3.sol,stage2_No_reentrancy!,0.21150843892246485
./input/all_contract/BNum_4.sol,stage2_No_reentrancy!,0.2101622810587287
./input/all_contract/BNum_5.sol,stage2_No_reentrancy!,0.19651889521628618
./input/all_contract/BorrowerOperations_1.sol,stage2_reentrancy!,5.666468263603747
./input/all_contract/BorrowerOperations_2.sol,stage2_reentrancy!,5.611741175875068
./input/all_contract/BorrowerOperations_3.sol,stage2_reentrancy!,5.643073899671435
./input/all_contract/BPool_1.sol,stage2_No_reentrancy!,266.31617594882846
./input/all_contract/BPool_2.sol,stage2_No_reentrancy!,122.42514727357775
./input/all_contract/BrickblockAccount_1.sol,stage2_reentrancy!,0.5780805125832558
./input/all_contract/Brokerage_1.sol,stage2_No_reentrancy!,0.3363553648814559
./input/all_contract/bVault_1.sol,stage2_reentrancy!,5.44321848358959
./input/all_contract/CGUToken_1.sol,stage2_reentrancy!,55.32922126632184
./input/all_contract/ChainlinkAdapter_1.sol,stage2_No_reentrancy!,0.12321344669908285
./input/all_contract/ChainlinkAdapter_2.sol,stage2_No_reentrancy!,0.11207205802202225
./input/all_contract/ChainlinkAdapter_3.sol,stage2_No_reentrancy!,0.11118494533002377
./input/all_contract/ChainlinkAdapter_4.sol,stage2_No_reentrancy!,0.11534532625228167
./input/all_contract/ChainlinkAdapter_5.sol,stage2_No_reentrancy!,0.11888168472796679
./input/all_contract/ChainlinkAdapter_6.sol,stage2_No_reentrancy!,0.12443334888666868
./input/all_contract/ChainlinkAdapter_7.sol,stage2_No_reentrancy!,0.11288662441074848
./input/all_contract/ChainlinkAdapter_8.sol,stage2_No_reentrancy!,0.11555255856364965
./input/all_contract/Collaterals_t_1.sol,stage2_No_reentrancy!,2.3179051093757153
./input/all_contract/CollateralsWallet_1.sol,stage2_reentrancy!,0.09805141296237707
./input/all_contract/CommunityVault_1.sol,stage2_reentrancy!,0.14828729908913374
./input/all_contract/CommunityVault_2.sol,stage2_reentrancy!,0.13200233597308397
./input/all_contract/CompHelper_1.sol,stage2_reentrancy!,0.3745548827573657
./input/all_contract/CompHelper_2.sol,stage2_reentrancy!,0.3777523320168257
./input/all_contract/CompHelper_3.sol,stage2_reentrancy!,0.3775168089196086
./input/all_contract/CompHelper_4.sol,stage2_reentrancy!,0.38486506696790457
./input/all_contract/CompHelper_5.sol,stage2_reentrancy!,0.38340990897268057
./input/all_contract/Controller_1.sol,stage2_No_reentrancy!,11.679634589701891
./input/all_contract/Controller_2.sol,stage2_No_reentrancy!,12.587036139331758
./input/all_contract/Controller_3.sol,stage2_No_reentrancy!,12.324591378681362
./input/all_contract/controller-v3_1.sol,stage2_reentrancy!,4.8191949455067515
./input/all_contract/controller-v3_2.sol,stage2_reentrancy!,4.634124044328928
./input/all_contract/controller-v3_3.sol,stage2_reentrancy!,4.6586694940924644
./input/all_contract/controller-v3_4.sol,stage2_reentrancy!,4.627713808789849
./input/all_contract/controller-v3_5.sol,stage2_reentrancy!,5.011915053240955
./input/all_contract/Degens_2.sol,stage2_No_reentrancy!,247.75439723487943
./input/all_contract/DFCollateral_1.sol,stage2_reentrancy!,0.573110893368721
./input/all_contract/DFEngineV2_1.sol,stage2_reentrancy!,9.79038758855313
./input/all_contract/DFStore_1.sol,stage2_No_reentrancy!,10.893556900322437
./input/all_contract/DharmaAccountRecoveryManager_1.sol,stage2_reentrancy!,0.8671450838446617
./input/all_contract/DharmaKeyRegistryV1_1.sol,stage2_No_reentrancy!,0.26952578593045473
./input/all_contract/DharmaSmartWalletFactoryV1_1.sol,stage2_No_reentrancy!,0.4517292771488428
./input/all_contract/DutchCrowdsaleIdx_1.sol,stage2_reentrancy!,4.592269582673907
./input/all_contract/DynamicLiquidTokenConverterFactory_1.sol,stage2_reentrancy!,38.28088821936399
./input/all_contract/EMAOracle_1.sol,stage2_reentrancy!,0.1817024638876319
./input/all_contract/ERC20Permit_1.sol,stage2_No_reentrancy!,0.04490633402019739
./input/all_contract/ERC20Permit_2.sol,stage2_No_reentrancy!,0.04676158260554075
./input/all_contract/ERC20Permit_3.sol,stage2_No_reentrancy!,0.04676696378737688
./input/all_contract/ERC721Enumerable_1.sol,stage2_No_reentrancy!,0.11646386235952377
